Frase,Tipo,Cantidad,Moneda,Categoria,Cuenta,Accion,TipoCambio,CantidadConvertida,TipoReporte,PeriodoPreset,PeriodoFrom,PeriodoTo,CategoriasFiltro,CuentasFiltro,MontoMin,MontoMax,TextoFiltro,Mensaje
Saved 2000 South African rand for the safari,gasto,2000,ZAR,Savings,savings,add_expense,1.0,2000,,,,,,,,,,
Set aside 1000 Indian rupees for Diwali gifts,gasto,1000,INR,Savings,cash,add_expense,1.0,1000,,,,,,,,,,
Moved 1500 Thai baht to my vacation savings,gasto,1500,THB,Savings,checking,add_expense,1.0,1500,,,,,,,,,,
Kept 35 dollars from the cash gift I received,gasto,35,USD,Savings,cash,add_expense,1.0,35,,,,,,,,,,
Ahorré 20 dólares del cambio de la farmacia,gasto,20,USD,Savings,cash,add_expense,1.0,20,,,,,,,,,,
Guardé 150 pesos mexicanos del reembolso de una devolución,gasto,150,MXN,Savings,cash,add_expense,1.0,150,,,,,,,,,,
Transferí 300 soles a mi cuenta de ahorros para la jubilación,gasto,300,PEN,Savings,savings,add_expense,1.0,300,,,,,,,,,,
Aparté 45 dólares para el mantenimiento del aire acondicionado,gasto,45,USD,Savings,checking,add_expense,1.0,45,,,,,,,,,,
Puse 600 pesos colombianos en mi alcancía de viajes,gasto,600,COP,Savings,cash,add_expense,1.0,600,,,,,,,,,,
Reservé 200 córdobas para imprevistos del mes,gasto,200,NIO,Savings,cash,add_expense,1.0,200,,,,,,,,,,
Saved 100 dollars from the sale of my old books,gasto,100,USD,Savings,checking,add_expense,1.0,100,,,,,,,,,,
Put 30 euros in my piggy bank for a rainy day,gasto,30,EUR,Savings,cash,add_expense,1.0,30,,,,,,,,,,
Moved 8000 Japanese yen to my savings for electronics,gasto,8000,JPY,Savings,savings,add_expense,1.0,8000,,,,,,,,,,
Set aside 60 Australian dollars for the zoo tickets,gasto,60,AUD,Savings,cash,add_expense,1.0,60,,,,,,,,,,
Kept 1200 Argentine pesos from the change at the restaurant,gasto,1200,ARS,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
Added 4000 Chilean pesos to my emergency fund,gasto,4000,CLP,Savings,savings,add_expense,1.0,4000,,,,,,,,,,
Destiné 75 dólares de mi bono al ahorro,gasto,75,USD,Savings,checking,add_expense,1.0,75,,,,,,,,,,
Ahorré 200 pesos mexicanos de la venta de ropa usada,gasto,200,MXN,Savings,cash,add_expense,1.0,200,,,,,,,,,,
Transferí 50 soles a mi fondo de ahorro semanal,gasto,50,PEN,Savings,savings,add_expense,1.0,50,,,,,,,,,,
Guardé 30 dólares del cambio de la compra del mercado,gasto,30,USD,Savings,cash,add_expense,1.0,30,,,,,,,,,,
Aparté 1000 pesos colombianos para el paseo de fin de curso,gasto,1000,COP,Savings,cash,add_expense,1.0,1000,,,,,,,,,,
Puse 80 quetzales en mi cuenta de ahorro del banco,gasto,80,GTQ,Savings,savings,add_expense,1.0,80,,,,,,,,,,
Reservé 1200 pesos argentinos para las vacaciones de invierno,gasto,1200,ARS,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
Mandé 250 córdobas a mi alcancía de ahorro,gasto,250,NIO,Savings,cash,add_expense,1.0,250,,,,,,,,,,
Ahorré 40 dólares del reembolso de una compra en línea,gasto,40,USD,Savings,checking,add_expense,1.0,40,,,,,,,,,,
Guardé 300 pesos chilenos en mi caja fuerte,gasto,300,CLP,Savings,cash,add_expense,1.0,300,,,,,,,,,,
Transfiero 100 mil guaraníes a mi cuenta de ahorros cada mes,gasto,100000,PYG,Savings,savings,add_expense,1.0,100000,,,,,,,,,,
Saved 25 euros from the cashback rewards,gasto,25,EUR,Savings,checking,add_expense,1.0,25,,,,,,,,,,
Set aside 3000 yen for the manga collection,gasto,3000,JPY,Savings,cash,add_expense,1.0,3000,,,,,,,,,,
Put 150 reais into my emergency fund,gasto,150,BRL,Savings,savings,add_expense,1.0,150,,,,,,,,,,
Moved 80 Canadian dollars to my savings for a new TV,gasto,80,CAD,Savings,checking,add_expense,1.0,80,,,,,,,,,,
Kept 40 Australian dollars from the currency exchange leftover,gasto,40,AUD,Savings,cash,add_expense,1.0,40,,,,,,,,,,
Added 5000 Kenyan shillings to my investment portfolio,gasto,5000,KES,Savings,investment,add_expense,1.0,5000,,,,,,,,,,
Saved 2000 Philippine pesos for the family reunion,gasto,2000,PHP,Savings,savings,add_expense,1.0,2000,,,,,,,,,,
Put 15 Swiss francs in my travel piggy bank,gasto,15,CHF,Savings,cash,add_expense,1.0,15,,,,,,,,,,
Transferred 1000 Czech koruna to my retirement fund,gasto,1000,CZK,Savings,savings,add_expense,1.0,1000,,,,,,,,,,
Ahorré 150 pesos dominicanos del cambio del colmado,gasto,150,DOP,Savings,cash,add_expense,1.0,150,,,,,,,,,,
Guardé 70 dólares del reembolso del seguro médico,gasto,70,USD,Savings,checking,add_expense,1.0,70,,,,,,,,,,
Aparté 250 soles para la cuota del gimnasio anual,gasto,250,PEN,Savings,cash,add_expense,1.0,250,,,,,,,,,,
Transferí 400 bolivianos a mi cuenta de ahorros para el negocio,gasto,400,BOB,Savings,savings,add_expense,1.0,400,,,,,,,,,,
Puse 300 pesos uruguayos en mi fondo para ropa nueva,gasto,300,UYU,Savings,cash,add_expense,1.0,300,,,,,,,,,,
Reservé 60 dólares para el taller de pintura,gasto,60,USD,Savings,checking,add_expense,1.0,60,,,,,,,,,,
Saved 500 Swedish kronor for the music festival,gasto,500,SEK,Savings,savings,add_expense,1.0,500,,,,,,,,,,
Set aside 800 Norwegian kroner for the cabin rental,gasto,800,NOK,Savings,checking,add_expense,1.0,800,,,,,,,,,,
Moved 2500 Hungarian forints to my holiday fund,gasto,2500,HUF,Savings,savings,add_expense,1.0,2500,,,,,,,,,,
Kept 1200 Indian rupees from the office cash gift,gasto,1200,INR,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
Ahorré 35 dólares del reembolso del uber,gasto,35,USD,Savings,checking,add_expense,1.0,35,,,,,,,,,,
Guardé 180 pesos mexicanos de la venta de libros,gasto,180,MXN,Savings,cash,add_expense,1.0,180,,,,,,,,,,
Aparté 90 soles para la inscripción del curso de inglés,gasto,90,PEN,Savings,cash,add_expense,1.0,90,,,,,,,,,,
Transferí 700 pesos colombianos a mi cuenta de ahorros,gasto,700,COP,Savings,savings,add_expense,1.0,700,,,,,,,,,,
Puse 45 dólares en mi alcancía de vidrio,gasto,45,USD,Savings,cash,add_expense,1.0,45,,,,,,,,,,
Reservé 300 quetzales para la reparación de la computadora,gasto,300,GTQ,Savings,checking,add_expense,1.0,300,,,,,,,,,,
Saved 1200 Argentine pesos from the market change,gasto,1200,ARS,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
Set aside 50 Chilean pesos coin by coin,gasto,50,CLP,Savings,cash,add_expense,1.0,50,,,,,,,,,,
Put 4000 yen into my savings for a new camera,gasto,4000,JPY,Savings,savings,add_expense,1.0,4000,,,,,,,,,,
Moved 25 pounds to my emergency cash envelope,gasto,25,GBP,Savings,cash,add_expense,1.0,25,,,,,,,,,,
Ahorré 55 dólares del trabajo de cuidado de mascotas,gasto,55,USD,Savings,checking,add_expense,1.0,55,,,,,,,,,,
Guardé 200 soles del vuelto de las compras semanales,gasto,200,PEN,Savings,cash,add_expense,1.0,200,,,,,,,,,,
Aparté 150 pesos argentinos para el día del niño,gasto,150,ARS,Savings,cash,add_expense,1.0,150,,,,,,,,,,
Transferí 80 mil lempiras a mi cuenta de ahorro navideño,gasto,80000,HNL,Savings,savings,add_expense,1.0,80000,,,,,,,,,,
Puse 500 pesos colombianos en mi fondo para el cine,gasto,500,COP,Savings,cash,add_expense,1.0,500,,,,,,,,,,
Reservé 20 dólares para el café de la semana,gasto,20,USD,Savings,cash,add_expense,1.0,20,,,,,,,,,,
Saved 1000 South African rand for the safari trip,gasto,1000,ZAR,Savings,savings,add_expense,1.0,1000,,,,,,,,,,
Set aside 3000 Thai baht for the beach vacation,gasto,3000,THB,Savings,checking,add_expense,1.0,3000,,,,,,,,,,
Kept 15 euros from the bakery change,gasto,15,EUR,Savings,cash,add_expense,1.0,15,,,,,,,,,,
Added 2000 rupees to my mutual fund,gasto,2000,INR,Savings,investment,add_expense,1.0,2000,,,,,,,,,,
Ahorré 65 dólares del cashback de la tarjeta de crédito,gasto,65,USD,Savings,checking,add_expense,1.0,65,,,,,,,,,,
Guardé 400 pesos mexicanos en mi monedero de ahorro,gasto,400,MXN,Savings,cash,add_expense,1.0,400,,,,,,,,,,
Aparté 120 soles para el mantenimiento de la laptop,gasto,120,PEN,Savings,cash,add_expense,1.0,120,,,,,,,,,,
Transferí 500 bolivianos a mi cuenta de ahorros para viajes,gasto,500,BOB,Savings,savings,add_expense,1.0,500,,,,,,,,,,
Puse 50 dólares en mi fondo de ahorro para mascotas,gasto,50,USD,Savings,savings,add_expense,1.0,50,,,,,,,,,,
Reservé 250 pesos uruguayos para el cumpleaños de mi madre,gasto,250,UYU,Savings,cash,add_expense,1.0,250,,,,,,,,,,
Saved 70 Canadian dollars from the garage sale,gasto,70,CAD,Savings,cash,add_expense,1.0,70,,,,,,,,,,
Set aside 2000 Kenyan shillings for the school fees,gasto,2000,KES,Savings,checking,add_expense,1.0,2000,,,,,,,,,,
Moved 150 Australian dollars to my house deposit fund,gasto,150,AUD,Savings,savings,add_expense,1.0,150,,,,,,,,,,
Kept 30 Swiss francs from the mountain trip change,gasto,30,CHF,Savings,cash,add_expense,1.0,30,,,,,,,,,,
Ahorré 1800 pesos chilenos del vuelto de la ferretería,gasto,1800,CLP,Savings,cash,add_expense,1.0,1800,,,,,,,,,,
Guardé 95 dólares del reembolso de la devolución de producto,gasto,95,USD,Savings,checking,add_expense,1.0,95,,,,,,,,,,
Aparté 300 soles para la matrícula de la universidad,gasto,300,PEN,Savings,savings,add_expense,1.0,300,,,,,,,,,,
Transferí 600 pesos colombianos a mi alcancía de ahorros,gasto,600,COP,Savings,cash,add_expense,1.0,600,,,,,,,,,,
Puse 40 quetzales en mi fondo para emergencias médicas,gasto,40,GTQ,Savings,savings,add_expense,1.0,40,,,,,,,,,,
Reservé 100 dólares para la membresía del club,gasto,100,USD,Savings,checking,add_expense,1.0,100,,,,,,,,,,
Saved 50 euros from the recycling money,gasto,50,EUR,Savings,cash,add_expense,1.0,50,,,,,,,,,,
Set aside 1500 yen for the video game pre-order,gasto,1500,JPY,Savings,cash,add_expense,1.0,1500,,,,,,,,,,
Put 800 Philippine pesos into my vacation fund,gasto,800,PHP,Savings,savings,add_expense,1.0,800,,,,,,,,,,
Moved 60 pounds to my savings for a new bicycle,gasto,60,GBP,Savings,checking,add_expense,1.0,60,,,,,,,,,,
Ahorré 85 dólares del dinero que me regalaron en mi cumpleaños,gasto,85,USD,Savings,cash,add_expense,1.0,85,,,,,,,,,,
Guardé 250 pesos mexicanos del premio de la lotería,gasto,250,MXN,Savings,cash,add_expense,1.0,250,,,,,,,,,,
Aparté 75 soles para el curso de fotografía,gasto,75,PEN,Savings,cash,add_expense,1.0,75,,,,,,,,,,
Transferí 200 mil guaraníes a mi cuenta de ahorros,gasto,200000,PYG,Savings,savings,add_expense,1.0,200000,,,,,,,,,,
Puse 35 dólares en mi fondo para conciertos,gasto,35,USD,Savings,savings,add_expense,1.0,35,,,,,,,,,,
Reservé 450 pesos argentinos para la cena de fin de año,gasto,450,ARS,Savings,cash,add_expense,1.0,450,,,,,,,,,,
Saved 900 Norwegian kroner for the winter clothes,gasto,900,NOK,Savings,checking,add_expense,1.0,900,,,,,,,,,,
Set aside 4000 Hungarian forints for the spa day,gasto,4000,HUF,Savings,cash,add_expense,1.0,4000,,,,,,,,,,
Kept 25 Australian dollars from the refund,gasto,25,AUD,Savings,cash,add_expense,1.0,25,,,,,,,,,,
Added 1500 Indian rupees to my emergency fund,gasto,1500,INR,Savings,savings,add_expense,1.0,1500,,,,,,,,,,
Ahorré 110 dólares del trabajo de jardinería,gasto,110,USD,Savings,checking,add_expense,1.0,110,,,,,,,,,,
Guardé 80 pesos dominicanos del cambio del supermercado,gasto,80,DOP,Savings,cash,add_expense,1.0,80,,,,,,,,,,
Aparté 200 soles para el mantenimiento del carro,gasto,200,PEN,Savings,cash,add_expense,1.0,200,,,,,,,,,,
Transferí 150 bolivianos a mi fondo de ahorro universitario,gasto,150,BOB,Savings,savings,add_expense,1.0,150,,,,,,,,,,
Puse 60 córdobas en mi alcancía de ahorro diario,gasto,60,NIO,Savings,cash,add_expense,1.0,60,,,,,,,,,,
Reservé 35 dólares para la suscripción de streaming anual,gasto,35,USD,Savings,checking,add_expense,1.0,35,,,,,,,,,,
Saved 1200 Thai baht from the street market bargain,gasto,1200,THB,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
Set aside 700 Swedish kronor for the furniture upgrade,gasto,700,SEK,Savings,savings,add_expense,1.0,700,,,,,,,,,,
Moved 5000 Czech koruna to my travel savings,gasto,5000,CZK,Savings,checking,add_expense,1.0,5000,,,,,,,,,,
Kept 45 euros from the garage sale earnings,gasto,45,EUR,Savings,cash,add_expense,1.0,45,,,,,,,,,,
Ahorré 25 dólares del dinero que encontré en un cajón,gasto,25,USD,Savings,cash,add_expense,1.0,25,,,,,,,,,,
Guardé 130 pesos mexicanos de la venta de manualidades,gasto,130,MXN,Savings,cash,add_expense,1.0,130,,,,,,,,,,
Aparté 400 pesos colombianos para el día de la madre,gasto,400,COP,Savings,cash,add_expense,1.0,400,,,,,,,,,,
Transferí 70 quetzales a mi cuenta de ahorro navideño,gasto,70,GTQ,Savings,savings,add_expense,1.0,70,,,,,,,,,,
Puse 180 soles en mi fondo para la bicicleta nueva,gasto,180,PEN,Savings,savings,add_expense,1.0,180,,,,,,,,,,
Reservé 55 dólares para el taller de cocina,gasto,55,USD,Savings,checking,add_expense,1.0,55,,,,,,,,,,
Saved 3000 yen from the convenience store change,gasto,3000,JPY,Savings,cash,add_expense,1.0,3000,,,,,,,,,,
Set aside 400 reais for the new smartphone,gasto,400,BRL,Savings,savings,add_expense,1.0,400,,,,,,,,,,
Put 2500 Philippine pesos into my savings jar,gasto,2500,PHP,Savings,cash,add_expense,1.0,2500,,,,,,,,,,
Moved 90 Canadian dollars to my investment account,gasto,90,CAD,Savings,investment,add_expense,1.0,90,,,,,,,,,,
Kept 20 Australian dollars from the vending machine change,gasto,20,AUD,Savings,cash,add_expense,1.0,20,,,,,,,,,,
ahorre 100 cordobas del vuelto,gasto,100,NIO,Savings,cash,add_expense,1.0,100,,,,,,,,,,
transfiri 300 dolares a mi ahorro,gasto,300,USD,Savings,checking,add_expense,1.0,300,,,,,,,,,,
aparte 50 varos pal fondo,gasto,50,USD,Savings,savings,add_expense,1.0,50,,,,,,,,,,
guarde 20 dolaritos en mi chanchito,gasto,20,USD,Savings,cash,add_expense,1.0,20,,,,,,,,,,
mande 150 lucas a la caja de ahorro,gasto,150,USD,Savings,checking,add_expense,1.0,150,,,,,,,,,,
puse 2000 pesos abajo del colchon,gasto,2000,MXN,Savings,cash,add_expense,1.0,2000,,,,,,,,,,
save 50 bucks from my paycheck,gasto,50,USD,Savings,checking,add_expense,1.0,50,,,,,,,,,,
set aside 30 bucks for a new phone,gasto,30,USD,Savings,cash,add_expense,1.0,30,,,,,,,,,,
put 100 dollars in my savings acc,gasto,100,USD,Savings,savings,add_expense,1.0,100,,,,,,,,,,
moved 40 bucks to savings for vacay,gasto,40,USD,Savings,checking,add_expense,1.0,40,,,,,,,,,,
kept 15 dollars from grocery change,gasto,15,USD,Savings,cash,add_expense,1.0,15,,,,,,,,,,
added 200 dollars to my invest fund,gasto,200,USD,Savings,investment,add_expense,1.0,200,,,,,,,,,,
reserve 80 dolares pa los impuestos,gasto,80,USD,Savings,checking,add_expense,1.0,80,,,,,,,,,,
ahorre 50mil pesos colombianos pa navidad,gasto,50000,COP,Savings,cash,add_expense,1.0,50000,,,,,,,,,,
transfiri 1000 pesos arg a la caja,gasto,1000,ARS,Savings,savings,add_expense,1.0,1000,,,,,,,,,,
guarde 300 quetzalitos pa viaje,gasto,300,GTQ,Savings,cash,add_expense,1.0,300,,,,,,,,,,
puse 150 lucas peruanas en mi cuenta,gasto,150,PEN,Savings,savings,add_expense,1.0,150,,,,,,,,,,
aparte 200 bolas pa reparar el auto,gasto,200,BOB,Savings,cash,add_expense,1.0,200,,,,,,,,,,
save 10 euros from the tip,gasto,10,EUR,Savings,cash,add_expense,1.0,10,,,,,,,,,,
set aside 5000 yen for the con,gasto,5000,JPY,Savings,savings,add_expense,1.0,5000,,,,,,,,,,
moved 25 quid to my holliday fund,gasto,25,GBP,Savings,checking,add_expense,1.0,25,,,,,,,,,,
put 1000 rupees in my emerg fund,gasto,1000,INR,Savings,savings,add_expense,1.0,1000,,,,,,,,,,
kept 2000 kwanzas from this month,gasto,2000,AOA,Savings,cash,add_expense,1.0,2000,,,,,,,,,,
save 50 reais for my mom gift,gasto,50,BRL,Savings,cash,add_expense,1.0,50,,,,,,,,,,
transfiero 1000 lempiras cada quincena,gasto,1000,HNL,Savings,checking,add_expense,1.0,1000,,,,,,,,,,
ahorre 200 pesos uruguayos en el frasco,gasto,200,UYU,Savings,cash,add_expense,1.0,200,,,,,,,,,,
added 75 canadian bucks to emerg fund,gasto,75,CAD,Savings,savings,add_expense,1.0,75,,,,,,,,,,
set aside 120 swiss francs for trip,gasto,120,CHF,Savings,savings,add_expense,1.0,120,,,,,,,,,,
guarde 25 dolares que me sobraron,gasto,25,USD,Savings,cash,add_expense,1.0,25,,,,,,,,,,
ahorre 300 pesos chilenos en mi billetera,gasto,300,CLP,Savings,cash,add_expense,1.0,300,,,,,,,,,,
transfiri 50 mil guaranies a mi ahorro,gasto,50000,PYG,Savings,savings,add_expense,1.0,50000,,,,,,,,,,
aparte 40 dolares pa concierto,gasto,40,USD,Savings,cash,add_expense,1.0,40,,,,,,,,,,
mande 200 soles a mi fondo,gasto,200,PEN,Savings,checking,add_expense,1.0,200,,,,,,,,,,
puse 100 cordobas en mi alcancia,gasto,100,NIO,Savings,cash,add_expense,1.0,100,,,,,,,,,,
ahorre 150 varos del cambio del super,gasto,150,MXN,Savings,cash,add_expense,1.0,150,,,,,,,,,,
reserve 75 dolares pa seguro,gasto,75,USD,Savings,checking,add_expense,1.0,75,,,,,,,,,,
guarde 500 pesos colombianos en una lata,gasto,500,COP,Savings,cash,add_expense,1.0,500,,,,,,,,,,
transfiri 60 quetzales al banco,gasto,60,GTQ,Savings,savings,add_expense,1.0,60,,,,,,,,,,
aparte 30 dolares pa regalo,gasto,30,USD,Savings,cash,add_expense,1.0,30,,,,,,,,,,
save 100 bucks from freelance,gasto,100,USD,Savings,checking,add_expense,1.0,100,,,,,,,,,,
put 45 euros aside for bills,gasto,45,EUR,Savings,savings,add_expense,1.0,45,,,,,,,,,,
moved 60 quid to savings for house,gasto,60,GBP,Savings,checking,add_expense,1.0,60,,,,,,,,,,
set aside 2000 yen for train,gasto,2000,JPY,Savings,cash,add_expense,1.0,2000,,,,,,,,,,
kept 15 dollars for emergencies,gasto,15,USD,Savings,cash,add_expense,1.0,15,,,,,,,,,,
added 3000 rupees to fixed dep,gasto,3000,INR,Savings,investment,add_expense,1.0,3000,,,,,,,,,,
save 50 aus dollars for weekend,gasto,50,AUD,Savings,savings,add_expense,1.0,50,,,,,,,,,,
put 120 reais in vaca fund,gasto,120,BRL,Savings,savings,add_expense,1.0,120,,,,,,,,,,
transferred 2000 ksh to savings,gasto,2000,KES,Savings,checking,add_expense,1.0,2000,,,,,,,,,,
ahorre 40 canadienses pa abrigo,gasto,40,CAD,Savings,cash,add_expense,1.0,40,,,,,,,,,,
guarde 1500 pesos arg en el cajon,gasto,1500,ARS,Savings,cash,add_expense,1.0,1500,,,,,,,,,,
aparte 80 soles pa consulta,gasto,80,PEN,Savings,cash,add_expense,1.0,80,,,,,,,,,,
transfiri 300 bolas pa uni,gasto,300,BOB,Savings,savings,add_expense,1.0,300,,,,,,,,,,
puse 200 pesos uruguayos pa mascotas,gasto,200,UYU,Savings,cash,add_expense,1.0,200,,,,,,,,,,
reserve 50 dolares pa auto,gasto,50,USD,Savings,checking,add_expense,1.0,50,,,,,,,,,,
save 25 swiss francs for ski,gasto,25,CHF,Savings,cash,add_expense,1.0,25,,,,,,,,,,
set aside 1000 kroner for xmas,gasto,1000,NOK,Savings,savings,add_expense,1.0,1000,,,,,,,,,,
moved 3000 koruna to travel fund,gasto,3000,CZK,Savings,checking,add_expense,1.0,3000,,,,,,,,,,
kept 2000 forints for restaurant,gasto,2000,HUF,Savings,cash,add_expense,1.0,2000,,,,,,,,,,
destine 75 dolares de mi bono,gasto,75,USD,Savings,checking,add_expense,1.0,75,,,,,,,,,,
ahorre 200 pesos mex de ropa,gasto,200,MXN,Savings,cash,add_expense,1.0,200,,,,,,,,,,
transfiri 50 soles semanal,gasto,50,PEN,Savings,savings,add_expense,1.0,50,,,,,,,,,,
guarde 30 dolares del cambio,gasto,30,USD,Savings,cash,add_expense,1.0,30,,,,,,,,,,
aparte 1000 pesos col pa paseo,gasto,1000,COP,Savings,cash,add_expense,1.0,1000,,,,,,,,,,
puse 80 quetzales en mi cuenta,gasto,80,GTQ,Savings,savings,add_expense,1.0,80,,,,,,,,,,
reserve 1200 pesos arg pa vacas,gasto,1200,ARS,Savings,cash,add_expense,1.0,1200,,,,,,,,,,
mande 250 cordobas a mi alcancia,gasto,250,NIO,Savings,cash,add_expense,1.0,250,,,,,,,,,,
ahorre 40 dolares de reembolso,gasto,40,USD,Savings,checking,add_expense,1.0,40,,,,,,,,,,
